GO	description	category	D1_S02_1L-s_R03	D1_S02_2.5L-s_R01.1	D1_S02_2.5L-s_R01.3	D1_S02_10L-s_R02	D1_S02_10L-m_R01	D1_S02_10L-m_R02	D1_S20_30L-m_R123	D1_S023_10L-m_R01	D1_S023_10L-m_R02	D1_S320_10L-m_R01	D1_S320_10L-m_R02	D1_S320_10L-m_R03	D1_S20_120L-m_R01	D1_S20_100L-m_R02	D1_S023_60L-m_R01	D1_S023_100L-m_R02	D1_S023_60L-m_R03	D1_S320_60L-m_R01	D1_S320_100L-m_R02	D1_S320_60L-m_R03	D1_S20_496L-m_R00	D1_S20_100L-m_R02	D1_S20_100L-m_R03	D1_S023_100L-m_R01	D1_S023_100L-m_R03	D1_S320_100L-m_R03	D2_S20_100L-m_R11	D2_S023_1000L-m_R00	D1_S02_1L-s_R01	D1_S02_1L-s_R02	D1_S02_10L-s_R01	D1_S02_2.5L-s_R01.2	D1_S02_2.5L-s_R01.4	D1_S02_10L-s_R03	D1_S02_10L-m_R03	D1_S023_10L-m_R03	D1_S20_60L-m_R03	D1_S20_100L-m_R01	D1_S023_496L-m_R00	D1_S023_100L-m_R02	D1_S320_496L-m_R00	D1_S320_100L-m_R01	D1_S320_100L-m_R02	D2_S20_1000L-m_R00	D2_S023_100L-m_R11	D2_S320_1000L-m_R00	D2_S320_100L-m_R11	D1_S20_776L-m_R00	D1_S023_716L-m_R00	D1_S320_716L-m_R00
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular function	222	236	189	208	134	176	9	484	187	35	29	5	136	53	410	398	366	264	145	195	100	7	94	419	368	302	21	287	294	366	375	421	359	303	521	256	6	48	493	464	176	200	155	8	595	179	209	99	587	403
GO:0004749	ribose phosphate diphosphokinase activity	molecular function	218	200	178	207	141	182	9	360	178	36	25	3	107	66	330	381	352	190	117	136	79	6	98	318	365	205	21	270	332	394	369	394	357	303	548	294	17	50	464	488	184	168	135	19	499	131	166	93	584	311
GO:0004751	ribose-5-phosphate isomerase activity	molecular function	145	111	122	124	80	119	2	215	114	20	17	3	54	23	202	223	220	117	69	85	46	3	48	200	202	127	8	164	170	202	213	202	185	181	268	137	4	32	234	269	100	98	73	7	256	75	91	49	317	170
GO:0004757	sepiapterin reductase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	molecular function	232	182	172	178	119	159	2	446	175	21	18	7	80	32	378	443	423	165	105	118	46	3	57	364	410	222	7	319	291	384	333	389	325	285	538	229	1	27	496	524	121	124	96	7	533	115	139	55	631	267
GO:0004765	shikimate kinase activity	molecular function	1	1	2	2	1	2	0	1	1	1	0	0	1	0	2	3	4	0	1	0	0	0	0	3	1	1	0	1	2	2	1	2	4	2	5	2	0	0	3	4	2	1	1	0	1	0	0	0	4	1
GO:0004781	sulfate adenylyltransferase (ATP) activity	molecular function	72	52	54	64	34	43	4	106	50	11	9	3	35	20	104	128	97	53	34	48	35	3	36	91	102	62	6	81	74	102	93	98	95	86	129	61	13	18	120	129	42	49	38	10	128	46	46	48	158	85
GO:0004783	sulfite reductase (NADPH) activity	molecular function	1	2	1	0	0	0	0	3	1	0	0	0	2	0	4	4	3	2	0	1	0	0	1	1	3	2	0	3	1	2	3	1	0	1	1	0	0	0	4	2	0	0	0	0	4	0	1	0	4	1
GO:0004784	superoxide dismutase activity	molecular function	153	140	126	136	93	114	10	246	128	38	24	11	101	79	227	223	204	156	88	120	82	10	82	229	208	177	26	181	193	229	229	233	217	201	280	152	28	57	262	268	105	126	76	25	300	116	114	97	319	219
GO:0004788	thiamine diphosphokinase activity	molecular function	35	25	27	28	16	29	2	52	19	4	2	0	8	7	53	53	45	23	17	18	7	1	7	45	36	32	2	33	41	54	45	54	41	38	65	35	2	8	54	51	19	19	12	3	49	16	18	7	62	33
GO:0004789	thiamine-phosphate diphosphorylase activity	molecular function	46	33	28	41	23	32	0	99	33	6	3	1	15	5	71	75	80	35	15	29	7	0	9	65	74	39	0	54	48	60	59	65	63	51	89	43	0	8	79	97	24	22	18	0	97	18	26	15	104	60
GO:0004791	thioredoxin-disulfide reductase activity	molecular function	85	77	78	68	32	56	0	139	55	6	2	0	17	4	118	154	138	55	32	40	12	0	19	113	116	75	2	86	79	97	99	114	112	87	143	70	0	6	113	126	35	29	33	2	142	34	47	14	153	70
GO:0004792	thiosulfate sulfurtransferase activity	molecular function	42	43	42	44	24	33	0	74	46	8	7	2	23	14	66	75	71	42	24	35	14	0	17	58	65	48	1	44	61	74	62	75	60	62	84	50	0	8	82	79	34	33	30	0	82	30	32	19	106	70
GO:0004794	L-threonine ammonia-lyase activity	molecular function	58	57	52	53	31	46	1	82	48	6	1	1	15	5	83	91	79	46	20	35	10	1	14	72	82	54	2	67	57	72	67	79	71	65	84	61	0	3	81	84	36	30	29	0	93	33	30	9	99	50
GO:0004797	thymidine kinase activity	molecular function	119	98	104	110	58	101	5	182	101	18	17	7	64	28	178	184	169	122	61	80	44	3	41	182	181	119	7	146	159	189	183	180	156	153	231	121	6	25	205	223	69	74	59	7	219	64	72	43	254	144
GO:0004798	thymidylate kinase activity	molecular function	135	100	117	106	61	90	2	225	117	14	5	4	37	20	197	211	224	96	56	77	32	4	33	182	237	116	3	163	150	196	174	199	174	164	283	141	3	14	260	289	74	79	50	3	316	56	73	31	339	143
GO:0004799	thymidylate synthase activity	molecular function	136	116	105	128	76	118	0	216	119	16	12	4	74	27	219	218	193	131	69	102	55	2	54	225	202	134	7	152	172	210	196	200	186	164	263	123	6	32	245	266	92	95	71	5	263	98	99	48	304	189
GO:0004800	thyroxine 5'-deiodinase activity	molecular function	3	3	0	0	0	4	5	6	1	5	4	1	13	9	7	6	4	5	2	2	10	2	5	2	2	6	5	0	2	0	2	3	3	2	6	2	8	10	2	1	1	7	8	7	1	4	6	17	6	8
GO:0004801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	molecular function	19	16	16	18	14	14	0	26	15	1	0	0	6	2	30	31	29	18	8	10	2	1	4	25	26	16	0	21	16	18	24	27	24	19	26	14	0	2	27	28	13	10	7	0	27	8	12	6	30	18
GO:0004802	transketolase activity	molecular function	48	43	57	45	16	34	0	77	32	2	0	0	9	2	81	92	83	32	13	19	3	0	4	64	74	37	0	52	40	49	59	61	61	48	75	35	0	1	69	70	18	16	13	0	79	15	15	4	77	42
GO:0004803	transposase activity	molecular function	166	122	126	155	93	131	76	247	127	73	42	32	217	260	207	241	206	156	91	120	272	62	174	180	156	148	127	132	206	266	222	233	193	234	276	135	168	219	225	245	109	133	94	181	247	93	105	361	348	215
GO:0004806	triglyceride lipase activity	molecular function	11	10	9	11	6	8	0	21	14	1	5	1	3	1	21	17	19	10	5	6	4	0	6	19	18	15	0	11	12	17	18	18	18	16	23	9	3	2	19	23	8	3	5	0	21	6	8	5	31	24
GO:0004807	triose-phosphate isomerase activity	molecular function	224	190	181	191	132	161	6	317	177	44	19	11	118	54	309	327	320	182	115	144	79	5	89	291	313	220	11	259	294	352	335	350	308	311	491	249	12	38	433	463	155	154	122	10	491	141	153	82	527	296
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity	molecular function	20	17	14	13	15	11	3	16	14	12	6	4	20	18	31	21	21	18	16	14	21	6	16	18	11	25	5	13	25	26	21	22	19	19	43	23	11	15	24	24	17	15	19	7	18	19	18	19	30	30
GO:0004810	tRNA adenylyltransferase activity	molecular function	7	8	6	8	5	5	1	10	5	2	6	0	5	2	10	8	10	5	3	4	5	0	2	6	7	8	0	3	9	11	10	8	7	9	11	7	0	0	11	12	5	4	10	0	6	1	2	1	11	13
GO:0004812	aminoacyl-tRNA ligase activity	molecular function	4613	3741	3576	4072	2462	3433	155	7719	3698	725	570	178	2432	1199	7172	7763	7208	3771	2233	2643	1720	147	1903	6416	7224	4196	317	5510	6268	7800	7219	7873	6959	6462	10471	5166	288	955	9143	9893	3240	3202	2550	309	10002	2784	3465	1784	11324	6091
GO:0004813	alanine-tRNA ligase activity	molecular function	360	332	298	346	208	277	13	556	304	54	35	13	211	93	522	557	523	284	185	227	158	12	180	437	479	314	21	376	519	609	605	596	579	548	808	411	22	74	675	692	286	274	233	21	723	236	276	164	823	467
GO:0004814	arginine-tRNA ligase activity	molecular function	332	287	256	327	179	262	11	592	278	60	45	14	178	89	543	570	580	298	184	230	123	13	143	504	569	315	27	434	482	586	526	584	465	478	800	401	28	66	735	791	256	243	216	26	831	221	262	130	904	469
GO:0004815	aspartate-tRNA ligase activity	molecular function	2	2	2	2	3	2	0	3	1	0	0	0	0	0	6	4	3	2	1	1	0	0	0	4	3	3	0	1	3	3	4	4	4	2	8	3	0	0	2	3	1	1	1	0	1	0	0	0	4	2
GO:0004816	asparagine-tRNA ligase activity	molecular function	25	18	19	21	13	17	0	42	22	6	4	2	10	6	38	47	36	23	9	17	11	1	9	42	38	26	2	26	20	32	30	30	29	31	44	15	2	6	39	47	15	14	11	1	42	10	16	16	60	32
GO:0004817	cysteine-tRNA ligase activity	molecular function	144	114	121	132	70	106	2	237	119	18	14	2	56	18	229	239	212	120	57	85	36	3	36	201	199	122	5	153	173	215	207	226	200	202	296	157	2	15	266	260	88	84	80	6	246	81	81	37	315	169
GO:0004818	glutamate-tRNA ligase activity	molecular function	113	96	102	111	55	91	1	187	86	9	8	0	26	7	166	203	177	93	50	66	18	1	21	157	158	100	2	117	123	161	155	185	154	145	213	102	3	14	190	194	61	64	51	3	217	54	68	20	231	121
GO:0004819	glutamine-tRNA ligase activity	molecular function	32	26	27	24	11	22	2	64	24	4	2	2	10	10	56	66	53	23	9	21	13	1	12	54	51	26	2	33	36	40	43	45	45	37	63	27	5	9	52	60	12	15	11	3	49	18	15	16	74	41
GO:0004820	glycine-tRNA ligase activity	molecular function	381	351	343	392	241	300	3	681	351	65	41	20	203	87	655	726	662	338	200	248	140	9	159	561	665	392	25	516	611	773	725	767	683	641	1061	529	8	79	885	986	338	351	244	24	1054	287	351	140	1145	577
GO:0004821	histidine-tRNA ligase activity	molecular function	83	66	85	74	43	61	0	149	72	8	2	2	20	7	134	169	135	68	32	49	14	0	17	121	129	80	3	96	82	108	107	117	106	105	161	85	0	6	150	159	45	43	42	0	157	41	54	18	178	94
GO:0004822	isoleucine-tRNA ligase activity	molecular function	204	176	147	200	112	148	4	381	161	30	20	5	66	36	317	364	336	174	88	114	61	6	50	299	329	184	11	241	284	317	319	333	310	291	452	208	2	31	357	418	132	148	110	12	425	126	154	61	451	268
GO:0004823	leucine-tRNA ligase activity	molecular function	386	287	243	304	187	249	6	709	262	36	34	10	139	44	671	742	654	261	129	175	97	4	94	601	655	311	13	499	455	607	579	647	573	472	868	372	5	43	742	799	221	208	163	7	794	167	263	81	909	457
GO:0004824	lysine-tRNA ligase activity	molecular function	148	123	131	135	75	118	3	235	124	19	17	4	61	36	221	236	221	125	61	85	48	0	59	189	212	145	10	139	173	188	189	197	189	179	249	134	10	30	239	244	90	94	73	6	225	73	86	57	260	167
GO:0004825	methionine-tRNA ligase activity	molecular function	249	191	174	211	139	177	7	397	189	43	27	8	103	54	351	401	366	197	98	121	68	7	89	331	378	216	13	293	306	399	358	392	353	323	535	265	11	49	491	491	158	152	108	11	521	141	178	92	577	306
GO:0004826	phenylalanine-tRNA ligase activity	molecular function	407	308	300	336	199	294	5	713	320	66	31	11	156	68	648	764	672	301	174	212	128	7	133	590	655	363	15	481	539	683	633	691	603	539	981	449	9	68	806	917	273	274	201	16	944	239	286	139	1090	534
GO:0004827	proline-tRNA ligase activity	molecular function	167	126	126	155	78	124	4	274	133	20	15	9	64	40	251	274	242	121	77	99	48	5	46	212	235	149	13	169	195	248	244	260	246	220	343	179	7	31	291	330	116	103	83	8	328	89	121	60	356	207
GO:0004828	serine-tRNA ligase activity	molecular function	201	140	145	164	102	142	6	302	142	26	27	6	74	37	310	325	319	143	77	99	61	5	60	258	283	159	10	217	236	298	279	316	278	239	418	203	5	33	334	378	117	112	91	10	391	100	116	56	416	224
GO:0004829	threonine-tRNA ligase activity	molecular function	214	194	169	209	126	168	4	390	186	39	28	7	78	51	349	412	367	192	97	133	58	5	78	291	318	188	10	259	313	361	362	377	345	342	500	244	5	38	416	430	158	156	119	12	455	134	167	82	512	285
GO:0004830	tryptophan-tRNA ligase activity	molecular function	213	148	158	170	104	142	3	368	168	27	20	6	76	38	315	388	324	167	86	128	54	3	50	296	338	185	13	244	267	334	313	351	307	286	473	211	7	31	400	425	142	134	92	8	459	117	146	72	488	268
GO:0004831	tyrosine-tRNA ligase activity	molecular function	178	159	156	176	102	167	7	341	166	23	13	4	78	35	317	334	327	170	78	107	48	7	55	296	328	163	12	252	261	363	309	322	298	270	443	225	7	30	400	427	125	136	101	14	463	109	141	59	517	263
GO:0004832	valine-tRNA ligase activity	molecular function	285	239	211	231	151	243	4	451	239	39	30	12	117	49	382	437	419	232	130	168	89	6	83	354	382	214	18	283	364	456	453	469	424	386	596	310	12	56	538	562	199	203	169	19	572	155	207	98	635	357
GO:0004833	tryptophan 2,3-dioxygenase activity	molecular function	23	20	16	17	10	13	0	32	17	7	5	4	14	13	34	32	28	23	13	19	26	5	18	22	24	23	5	11	22	24	33	34	26	24	41	20	5	17	29	26	10	10	14	4	20	6	12	23	43	27
GO:0004834	tryptophan synthase activity	molecular function	365	301	301	324	192	267	3	612	293	40	27	7	146	47	557	619	547	270	166	205	93	3	114	479	553	336	14	442	497	564	544	606	548	515	794	407	0	40	722	777	253	231	188	11	794	204	263	91	910	445
GO:0004838	L-tyrosine:2-oxoglutarate aminotransferase activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0004842	ubiquitin-protein transferase activity	molecular function	40	42	41	20	23	22	60	69	18	67	72	31	193	171	139	45	64	76	94	37	238	49	154	39	26	147	81	47	49	45	59	45	58	32	196	81	151	155	36	48	48	72	68	92	67	151	182	210	95	204
GO:0004843	thiol-dependent ubiquitin-specific protease activity	molecular function	11	3	5	0	6	3	20	18	6	9	12	3	51	52	22	3	8	8	6	5	71	10	32	0	2	23	28	2	8	2	7	6	4	3	31	14	47	48	1	5	11	9	10	29	4	22	24	67	17	35
GO:0004844	uracil DNA N-glycosylase activity	molecular function	65	59	49	61	28	46	0	89	49	7	5	0	12	9	81	95	86	49	21	33	13	0	11	77	95	53	2	75	66	78	75	86	79	72	113	53	2	6	99	115	34	31	20	1	102	25	40	12	126	64
GO:0004845	uracil phosphoribosyltransferase activity	molecular function	31	26	24	27	11	16	0	37	24	0	0	0	4	2	37	41	40	22	14	16	2	0	3	33	31	21	0	22	32	33	34	37	36	36	45	26	0	1	32	42	11	18	13	0	35	11	9	4	51	31
GO:0004846	urate oxidase activity	molecular function	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	0	0	1	0	2	1	2	0	0	1	1	0	0	0	0	0	0	1	2	1	2	2	0	0	0	0	0	1	0	0	0	2	0	0
GO:0004848	ureidoglycolate hydrolase activity	molecular function	58	50	45	50	35	38	0	87	53	8	0	0	22	5	83	87	79	44	27	35	13	0	19	69	75	55	0	52	68	88	94	97	86	83	131	65	0	3	107	119	41	41	33	2	104	31	35	18	141	71
GO:0004850	uridine phosphorylase activity	molecular function	5	2	3	2	0	0	0	5	0	0	0	0	0	0	5	3	7	0	0	0	0	0	1	8	6	2	0	0	3	5	4	4	3	4	7	1	0	0	6	4	1	0	0	0	3	0	0	0	7	0
GO:0004852	uroporphyrinogen-III synthase activity	molecular function	184	160	161	180	122	169	2	331	175	34	26	5	79	33	303	337	312	174	88	122	56	4	69	279	316	179	12	246	279	312	301	318	277	271	427	195	3	36	391	415	137	123	109	8	409	117	148	67	484	246
GO:0004853	uroporphyrinogen decarboxylase activity	molecular function	299	233	215	246	154	236	6	546	222	39	36	11	145	61	457	522	499	234	132	171	104	7	124	449	547	277	18	386	422	523	470	510	470	428	701	361	12	48	658	710	215	204	147	13	759	185	230	84	827	421
GO:0004854	xanthine dehydrogenase activity	molecular function	10	8	12	10	5	6	0	24	10	0	0	0	0	0	18	17	16	6	5	7	1	0	1	10	15	13	0	13	12	11	11	13	12	9	11	7	0	0	15	15	4	3	2	0	14	3	4	1	17	10
GO:0004855	xanthine oxidase activity	molecular function	10	8	12	10	5	6	0	24	10	0	0	0	0	0	18	17	16	6	5	7	1	0	1	10	15	13	0	13	12	11	11	13	12	9	11	7	0	0	15	15	4	3	2	0	14	3	4	1	17	10
GO:0004856	xylulokinase activity	molecular function	21	17	13	19	6	16	0	31	15	1	1	0	1	1	39	34	25	13	7	8	1	0	2	23	26	15	0	21	22	28	27	26	21	23	32	16	0	1	28	26	10	10	4	0	30	6	7	5	36	16
GO:0004857	enzyme inhibitor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	molecular function	0	0	0	0	0	0	7	0	0	0	0	0	4	7	0	0	0	0	0	0	12	3	3	0	0	0	6	0	0	0	0	0	1	0	1	0	11	11	0	0	0	0	0	7	0	0	0	14	0	0
GO:0004864	protein phosphatase inhibitor activity	molecular function	1	1	0	0	0	0	4	1	0	1	1	0	6	1	2	0	0	1	1	0	4	3	4	0	0	3	4	0	0	0	0	0	0	0	4	2	2	5	0	0	0	0	1	2	1	1	1	6	0	1
GO:0004866	endopeptidase inhibitor activity	molecular function	15	13	9	11	9	7	9	26	14	9	5	4	33	26	20	35	19	28	10	18	28	7	28	17	18	12	11	14	16	20	18	16	20	22	34	13	19	28	23	31	7	18	9	15	20	9	8	34	27	22
GO:0004867	serine-type endopeptidase inhibitor activity	molecular function	3	1	1	0	2	2	28	2	1	3	4	2	45	64	2	3	4	6	2	3	86	19	48	1	2	1	44	1	1	4	1	2	1	2	6	1	60	88	6	2	2	1	2	57	6	6	5	105	9	2
GO:0004869	cysteine-type endopeptidase inhibitor activity	molecular function	1	1	0	0	1	1	0	2	0	0	0	0	5	4	1	2	1	1	2	1	7	0	2	3	1	1	2	1	2	1	0	1	2	0	2	1	4	3	1	2	0	0	2	1	2	1	1	7	2	2
GO:0004871	signal transducer activity	molecular function	169	147	123	150	92	130	55	264	136	59	48	26	180	213	259	258	233	181	95	133	229	36	169	201	210	174	84	164	222	248	222	235	219	226	297	148	117	181	261	273	115	116	108	98	261	121	123	273	337	242
GO:0004872	receptor activity	molecular function	4154	3557	3395	3875	2304	3431	42	5739	3785	705	467	112	1776	718	5739	5876	5481	3519	1942	2650	1233	88	1478	5444	5501	3726	274	4366	4983	5983	5693	6027	5427	5287	6882	3747	59	568	6626	7089	2682	2620	2098	117	6393	2260	2653	1189	8274	4878
GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	molecular function	0	0	0	0	0	3	11	0	0	0	0	0	16	18	0	0	0	0	0	0	16	6	16	0	0	0	13	0	0	0	0	0	0	0	0	0	21	25	0	0	0	1	0	13	0	0	2	25	0	0
GO:0004884	ecdysteroid hormone receptor activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	3	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	4	0	0	0	6	0	0
GO:0004887	thyroid hormone receptor activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0
GO:0004888	transmembrane signaling receptor activity	molecular function	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0
GO:0004890	GABA-A receptor activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004896	cytokine receptor activity	molecular function	0	1	1	1	0	1	0	1	1	0	1	0	2	1	1	1	1	2	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2
GO:0004930	G-protein coupled receptor activity	molecular function	6	4	4	4	3	9	233	4	2	6	10	6	335	607	10	9	5	6	5	4	678	145	344	4	2	21	386	4	3	5	4	5	6	1	9	3	607	657	2	3	6	6	7	521	2	33	31	844	4	19
GO:0004931	extracellular ATP-gated cation channel activity	molecular function	2	2	3	2	3	4	19	6	4	1	0	1	28	40	2	2	3	4	4	2	42	8	20	2	3	4	15	2	3	4	3	3	6	2	5	6	27	31	4	3	1	3	1	24	3	5	5	58	4	6
GO:0004932	mating-type factor pheromone receptor activity	molecular function	1	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	2	0	1	0	6	2	4	0	3
GO:0004937	alpha1-adrenergic receptor activity	molecular function	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004965	G-protein coupled GABA receptor activity	molecular function	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	3	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	3	0	0
GO:0004969	histamine receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004970	ionotropic glutamate receptor activity	molecular function	11	12	15	14	9	11	96	16	12	4	11	2	130	214	18	15	14	14	11	10	222	54	112	11	13	13	119	8	13	17	17	14	14	20	24	16	196	213	15	20	12	11	10	176	14	23	20	286	17	22
GO:0004977	melanocortin receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004983	neuropeptide Y receptor activity	molecular function	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	0	0	0	5	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	3	0	0	0	3	0	0
GO:0004989	octopamine receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004994	somatostatin receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0
GO:0005000	vasopressin receptor activity	molecular function	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	3	0	0
GO:0005044	scavenger receptor activity	molecular function	2	5	3	2	2	2	19	2	2	8	16	6	47	65	3	0	2	4	8	5	80	13	48	0	0	15	38	2	2	5	6	2	4	2	15	6	55	58	2	1	7	8	7	40	3	24	32	95	4	15
GO:0005047	signal recognition particle binding	molecular function	5	2	0	0	2	1	9	6	4	2	6	0	14	14	8	1	1	4	5	1	15	4	10	0	0	9	6	0	1	4	1	2	2	2	6	4	15	17	1	1	4	2	1	11	0	4	4	19	3	7
GO:0005057	signal transducer activity, downstream of receptor	molecular function	0	0	0	0	0	0	5	0	0	0	0	0	5	8	0	0	0	0	0	0	12	2	8	0	0	0	4	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	7	0	0	0	16	0	0
GO:0005085	guanyl-nucleotide exchange factor activity	molecular function	1	0	3	1	1	1	29	3	1	6	1	0	33	57	5	2	2	1	2	0	61	15	35	2	2	5	34	2	1	2	2	1	0	1	7	1	51	56	2	1	2	1	0	40	4	3	3	62	2	3
GO:0005086	ARF guanyl-nucleotide exchange factor activity	molecular function	3	2	2	0	2	3	22	7	1	6	5	3	39	37	8	2	5	5	7	1	51	12	29	0	1	8	23	0	2	4	2	1	4	1	13	5	34	46	0	2	5	7	3	25	3	7	10	54	4	8
GO:0005089	Rho guanyl-nucleotide exchange factor activity	molecular function	5	2	4	2	3	1	53	4	1	9	10	1	79	97	4	1	5	3	9	1	110	28	58	2	1	10	65	5	3	2	3	3	2	1	5	3	97	125	2	4	3	1	1	82	4	10	3	136	6	8
GO:0005092	GDP-dissociation inhibitor activity	molecular function	2	6	4	3	7	7	16	10	6	10	4	1	25	23	21	8	3	6	13	2	27	8	13	1	3	15	9	1	7	10	9	6	6	5	21	8	20	18	7	9	7	9	7	16	8	10	13	35	11	17
GO:0005093	Rab GDP-dissociation inhibitor activity	molecular function	1	3	0	1	1	2	6	5	2	2	2	0	4	9	8	3	0	2	3	0	11	1	5	0	0	1	6	0	2	2	0	0	2	0	9	3	8	7	0	0	2	1	2	5	0	1	4	10	2	5
GO:0005094	Rho GDP-dissociation inhibitor activity	molecular function	1	0	0	0	0	0	2	1	1	1	0	0	2	6	0	0	1	1	1	1	6	1	0	0	0	2	2	0	0	0	2	1	1	0	1	0	7	7	0	0	0	2	0	4	0	1	1	8	3	2
GO:0005096	GTPase activator activity	molecular function	7	5	3	3	6	3	31	14	3	4	6	2	53	59	14	2	10	8	4	1	80	20	38	2	3	23	38	5	3	9	8	4	3	1	20	11	62	66	4	0	10	5	5	53	5	25	20	73	6	19
GO:0005102	receptor binding	molecular function	0	0	0	0	0	1	9	2	0	2	0	0	11	21	0	1	0	2	1	0	25	3	17	1	0	0	9	0	0	0	0	0	0	1	0	0	19	23	2	3	1	1	1	12	2	2	0	30	0	3
GO:0005118	sevenless binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	4	0	0
GO:0005125	cytokine activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
GO:0005126	cytokine receptor binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0005129	granulocyte macrophage colony-stimulating factor receptor binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005134	interleukin-2 receptor binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
